SkinID,name,region,desc,WeaponID,damage,ammo_clip_size,fire_interval,multi_fire_interval,bite_armor,range,full_damage_distance,min_damage_distance,min_damage,scatter_num,scatter_speed,scatter_move,scatter_max,scatter_recover_speed,player_speed_factor,player_speed_factor_while_firing,once_ammo,reload_speed,buff_id,damage_ratio_head,damage_ratio_body,damage_ratio_limb,sight_shoot_mindmg_numx
907103009,锦蛇主题换皮枪械Kingfisher,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,57,,,,,,,,,,,-0.02,,-0.1,,-0.04,,,0.1,,,,,
907103010,CS排位赛黄金主题M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,2,,-2,,,,,,,,,-0.02,,,,,,,,,,,,
907103011,排位赛25赛季FF角色巴西男兵主题枪械AUG,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,46,,,,,,,2,,,,,,,,,,,-0.1,,,,,
907103015,EP灭世魔龙主题武器皮肤MP5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,8,,2,-0.008,,,,,,,,,,,,-0.04,,,,,,,,
907103024,黑化色系治疗枪主题换皮枪械HealingSniper,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,78,,,,,0.1,2,3,,,,0.02,,,,,,,,,,,,
907103025,孵化室酷派电能主题枪械AN94-绿,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,33,,,,,0.12,,4,2,,,,,,,,,,-0.1,,,,,
907103026,孵化室酷派电能主题枪械AN94-蓝,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,33,,,,,0.25,,,,,,-0.015,,,,-0.04,,,,,,,,
907103027,孵化室酷派电能主题枪械AN94-紫,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,33,,,-0.025,,,,,,,,-0.015,,,,,,,-0.1,,,,,
907103028,孵化室酷派电能主题枪械AN94-橙,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,33,4,-2,-0.014,,,,,,,,,,,,,,,,,,,,
907103032,MAX赛博贵族主题M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,2,,2,,,,,3,,,,0.018,,,,,,,,,,,,
907103033,MAX赛博贵族主题AWM,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,4,,1,,,,-3,,,,,,,,,,,,0.12,,,,,
907103001,拉美亡灵节主题枪械Thompson,US;SAC;NA,,43,,,-0.009,,,,,,,,-0.018,,,,,,,-0.16,,,,,
907103002,拉美亡灵节主题枪械Kord,US;SAC;NA,,54,,-8,-0.01,,,,,,,,,,,,,,,0.1,,,,,
907103003,浮世绘主题枪械AWM,US;SAC;NA,,4,,,-0.18,,0.12,,,,,,,,,,-0.04,,,,,,,,
907103004,浮世绘主题枪械M1917,US;SAC;NA,,55,,2,,,,1,1,,,,0.025,,,,,,,,,,,,
907103005,南非风格主题枪械ParaFal,US;SAC;NA,,47,2,,,,,,,,,,-0.02,,,,,,,-0.1,,,,,
907103006,南非风格主题枪械Woodpecker,US;SAC;NA,,48,,1,,,0.15,,,,,,,,,,-0.04,,,,,,,,
907103007,印度排灯节主题枪械Scar,US;SAC;NA,,12,,-2,,,,2,2,,,,,,,,,,,,,,,,
907103008,印度排灯节主题枪械AC80,US;SAC;NA,,89,,1,,,,2,3,,,,,,,,-0.04,,,,,,,,
907103009,锦蛇主题换皮枪械Kingfisher,US;SAC;NA,,57,,,,,,,,,,,-0.02,,-0.1,,-0.04,,,0.1,,,,,
907103010,CS排位赛黄金主题M4A1,US;SAC;NA,,2,,-2,,,,,,,,,-0.02,,,,,,,,,,,,
907103011,排位赛25赛季FF角色巴西男兵主题枪械AUG,US;SAC;NA,,46,,,,,,,2,,,,,,,,,,,-0.1,,,,,
907103015,EP灭世魔龙主题武器皮肤MP5,US;SAC;NA,,8,,2,-0.007,,,,,,,,,,,,-0.04,,,,,,,,
907103024,黑化色系治疗枪主题换皮枪械HealingSniper,US;SAC;NA,,78,,,,,0.1,2,3,,,,0.02,,,,,,,,,,,,
907103032,MAX赛博贵族主题M4A1,US;SAC;NA,,2,,2,,,,,2,,,,0.02,,,,,,,,,,,,
907103033,MAX赛博贵族主题AWM,US;SAC;NA,,4,,1,,,,-2,,,,,,,,,,,,0.1,,,,,
907103001,拉美亡灵节主题枪械Thompson,BR,,43,,,,,,,,,,,,,,,,,,,,,,,
907103002,拉美亡灵节主题枪械Kord,BR,,54,,,,,,,,,,,,,,,,,,,,,,,
907103003,浮世绘主题枪械AWM,BR,,4,,,,,,,,,,,,,,,,,,,,,,,
907103004,浮世绘主题枪械M1917,BR,,55,,,,,,,,,,,,,,,,,,,,,,,
907103005,南非风格主题枪械ParaFal,BR,,47,,,,,,,,,,,,,,,,,,,,,,,
907103006,南非风格主题枪械Woodpecker,BR,,48,,,,,,,,,,,,,,,,,,,,,,,
907103007,印度排灯节主题枪械Scar,BR,,12,,,,,,,,,,,,,,,,,,,,,,,
907103008,印度排灯节主题枪械AC80,BR,,89,,,,,,,,,,,,,,,,,,,,,,,
907103009,锦蛇主题换皮枪械Kingfisher,BR,,57,,,,,,,,,,,,,,,,,,,,,,,
907103010,CS排位赛黄金主题M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907103011,排位赛25赛季FF角色巴西男兵主题枪械AUG,BR,,46,,,,,,,,,,,,,,,,,,-0.1,,,,,
907103015,EP灭世魔龙主题武器皮肤MP5,BR,,8,,,,,,,,,,,,,,,,,,,,,,,
907103024,黑化色系治疗枪主题换皮枪械HealingSniper,BR,,78,,,,,,,,,,,,,,,,,,,,,,,
907103025,孵化室酷派电能主题枪械AN94-绿,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907103026,孵化室酷派电能主题枪械AN94-蓝,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907103027,孵化室酷派电能主题枪械AN94-紫,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907103028,孵化室酷派电能主题枪械AN94-橙,BR,,33,,,,,,,,,,,,,,,,,,,,,,,
907103032,MAX赛博贵族主题M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907103033,MAX赛博贵族主题AWM,BR,,4,,,,,,,,,,,,,,,,,,,,,,,
907002205,传奇服装扑克之夜主题MP40,BR,,15,,,,,,,,,,,,,,,,,,,,,,,
907002205,传奇服装扑克之夜主题MP40,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,15,2,,-0.009,,,,,,,,0.01,,,,,,,,,,,,
907102205,传奇服装扑克之夜主题MP40,BR,,15,,,,,,,,,,,,,,,,,,,,,,,
907102205,传奇服装扑克之夜主题MP40,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,15,2,,-0.009,,,,,,,,0.01,,,,,,,,,,,,
907202205,传奇服装扑克之夜主题MP40,BR,,15,,,,,,,,,,,,,,,,,,,,,,,
907202205,传奇服装扑克之夜主题MP40,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,15,2,,-0.009,,,,,,,,0.01,,,,,,,,,,,,
907193101,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,,,,,
907193102,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,,,,,
907193103,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,,,,,
907193104,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,,,,,
907193105,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,,,,,
907193106,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,116,,,,
907193107,龙枪M4A1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,2,,,,,,,,,,,,,,,,,,,116,,,,
907193101,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907193102,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907193103,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907193104,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907193105,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,,,,,
907193106,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,116,,,,
907193107,龙枪M4A1,BR,,2,,,,,,,,,,,,,,,,,,,116,,,,
907103107,四元素主題槍械 红M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,1,,-0.06,,,,,,,,,,,,-0.04,,,,,,,,
907103108,四元素主題槍械 蓝M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,1,,,,,1,2,,,,0.05,,,,,,,,,,,,
907103109,四元素主題槍械 黄M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,,,-0.03,,,,,,,,-0.12,,,,-0.04,,,,,,,,
907103110,四元素主題槍械 土黄M1887,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,41,,,,,0.1,,,,,,0.05,,,,,,,0.25,,,,,
907103113,紫鲤战鬼主题枪械MP5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,8,,-2,-0.013,,0.12,,,,,,,,,,,,,,,,,,
907103114,紫鲤战鬼主题枪械PARAFAL,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,47,,,-0.02,,0.11,,,,,,,,,,-0.04,,,,,,,,
907103111,煌金狮子主题枪械GROZA,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,14,2,-2,,,,5,4,2,,,,,,,,,,,,,,,
907103112,煌金狮子主题枪械AC80,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,89,3,-1,,,,,,,,,,,,,,,,-0.1,,,,,
907103115,蔚蓝凤凰主题枪械Mini Uzi,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,58,,3,,,,,,,,,0.01,,0.1,,,,,0.1,,,,,
907103116,蔚蓝凤凰主题枪械AUG,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,46,,-2,-0.014,,0.12,,,,,,,,,,,,,,,,,,
907103140,LCDP合作套装主题枪械Woodpecker,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,48,,,-0.02,,,4,4,,,,,,,,,,,-0.01,,,,,
907103141,LCDP合作套装主题枪械Vector,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,49,,4,,,,,,,,,0.013,,,,,,,,,,,,
907103117,冰雪节主题枪械Healing Sniper,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,78,,,-0.03,,0.2,,,,,,,,,,-0.04,,,,,,,,
907103118,冰雪节主题枪械M249,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,19,,-8,-0.009,,,,,,,,-0.015,,,,,,,,,,,,
907103119,吟游诗人主题枪械 Kingfisher,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,57,1,4,,,,,,,,,,,,,,,,-0.1,,,,,
907103120,吟游诗人主题枪械 Desert Eagle,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,9,,-1,-0.04,,,,,,,,-0.03,,,,,,,,,,,,
907103121,怪兽主题换皮枪械OB31 New Gun,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,88,,2,,,,,2,,,,,,,,,,,-0.1,,,,,
907103122,冰雪节主题换皮枪械G18,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,10,,2,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907103123,冰雪节主题换皮枪械M500,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,25,,,,,0.1,,2,,,,,,,,,,,-0.1,,,,,
907103124,冰雪节主题换皮枪械M1873,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,20,,,,,,1,1,,,,-0.1,,,,,,,-0.05,,,,,
907103125,冰雪节主题换皮枪械USP,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,3,,-2,-0.04,,,2,2,,,,,,,,,,,,,,,,
907103126,New Year 主题换皮枪械M60,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,30,2,5,,,,,,,,,,,,,-0.04,,,,,,,,
907103127,排位賽黄金主題UMP,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,7,,,,,,,2,1,,,0.008,,,,,,,,,,,,
907103128,排位賽FF角色主題槍械 LauraFAMAS,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,,,,,,,3,2,,,,,,,,,,-0.1,,,,,
907103114,紫鲤战鬼主题枪械PARAFAL,US;SAC;NA,,47,,,-0.019,,0.1,,,,,,,,,,-0.05,,,,,,,,
907103111,煌金狮子主题枪械GROZA,US;SAC;NA,,14,2,-2,,,,5,4,2,,,,,,,,,,,,,,,
907103112,煌金狮子主题枪械AC80,US;SAC;NA,,89,3,-1,,,,,,,,,,,,,,,,-0.1,,,,,
907103115,蔚蓝凤凰主题枪械Mini Uzi,US;SAC;NA,,58,,2,,,,,,,,,0.01,,0.15,,,,,0.1,,,,,
907103116,蔚蓝凤凰主题枪械AUG,US;SAC;NA,,46,,-2,-0.014,,0.12,,,,,,,,,,,,,,,,,,
907103141,LCDP合作套装主题枪械Vector,US;SAC;NA,,49,,4,,,,,,,,,0.013,,,,,,,,,,,,
907103117,冰雪节主题枪械Healing Sniper,US;SAC;NA,,78,,,-0.03,,0.1,,,,,,,,,,-0.04,,,,,,,,
907103118,冰雪节主题枪械M249,US;SAC;NA,,19,,-8,-0.009,,,,,,,,-0.015,,,,,,,,,,,,
907103119,吟游诗人主题枪械 Kingfisher,US;SAC;NA,,57,1,2,,,,,,,,,,,,,,,,-0.1,,,,,
907103120,吟游诗人主题枪械 Desert Eagle,US;SAC;NA,,9,,-1,-0.04,,,,,,,,-0.03,,,,,,,,,,,,
907103121,怪兽主题换皮枪械OB31 New Gun,US;SAC;NA,,88,,2,,,,,2,,,,,,,,,,,-0.1,,,,,
907103122,冰雪节主题换皮枪械G18,US;SAC;NA,,10,,2,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907103123,冰雪节主题换皮枪械M500,US;SAC;NA,,25,,,,,0.1,,2,,,,,,,,,,,-0.1,,,,,
907103124,冰雪节主题换皮枪械M1873,US;SAC;NA,,20,,,,,,1,1,,,,-0.1,,,,,,,-0.05,,,,,
907103125,冰雪节主题换皮枪械USP,US;SAC;NA,,3,,-2,-0.04,,,2,2,,,,,,,,,,,,,,,,
907103126,New Year 主题换皮枪械M60,US;SAC;NA,,30,2,5,,,,,,,,,,,,,-0.04,,,,,,,,
907103127,排位賽黄金主題UMP,US;SAC;NA,,7,,,,,,,2,1,,,0.008,,,,,,,,,,,,
907103128,排位賽FF角色主題槍械 LauraFAMAS,US;SAC;NA,,24,,,,,,,3,2,,,,,,,,,,-0.1,,,,,
907192901,鬼面famas lv1,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.2,,,,,
907192902,鬼面famas lv2,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,,,,,
907192903,鬼面famas lv3,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,,,,,
907192904,鬼面famas lv4,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,,,,,
907192905,鬼面famas lv5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,,,,,
907192906,鬼面famas lv6,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,88,,,,
907192907,鬼面famas lv7,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.1,88,,,,
907103205,音乐飓风主题枪械-Kord,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,54,,-8,-0.01,,,,,,,,-0.012,,,,,,,,,,,,
907103206,孵化室音乐主题枪械GROZA- Jewel Mystified,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,14,,,,,,5,2,1,,,-0.06,,,,,,,-0.1,,,,,
907103207,孵化室音乐主题枪械GROZA- Flames Enchanted,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,14,,-2,,,0.25,,,,,,-0.03,,,,,,,,,,,,
907103208,孵化室音乐主题枪械GROZA- Airburst Entranced,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,14,,,-0.015,,,5,4,2,,,,,,,,,,-0.1,,,,,
907103209,孵化室音乐主题枪械GROZA- Thunder Electrified,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,14,4,,,,0.12,,,,,,,,,,-0.06,,,,,,,,
907103210,天魔人间主题枪械-Thompson,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,43,1,-2,,,,,,,,,-0.025,,,,,,,,,,,,
907103211,天魔人间主题枪械-M21A5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,48,,-1,,,0.18,4,4,,,,,,,,,,,,,,,,
907103212,赛博敦煌主题枪械-Mac10,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,88,,,,,,4,3,1,,,-0.01,,,,-0.09,,,,,,,,
907103213,赛博敦煌主题枪械-SVD,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,26,,2,,,,,4,,,,0.02,,,,,,,,,,,,
907103214,IND主题枪械-M1917,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,55,,2,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907103215,印度板球手MS合作枪械-Mini,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,89,,-1,-0.025,,,2,3,,,,,,,,,,,,,,,,
907103216,情人节主题枪械-BLT,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,45,,,,,0.25,,,,,,,,,,-0.04,,,0.1,,,,,
907103217,情人节主题枪械-MP5,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,8,2,,,,,,,,,,-0.01,,,,,,,-0.1,,,,,
907103218,怪兽主题枪械-chargeshot,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,86,,,,,,2,1,,,,0.15,,,,,,,0.1,,,,,
907103219,CS排位赛11赛季黄金主题-SKS,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,18,,,,,0.1,,-2,,,,,,,,,,,,,,,,
907103220,排位赛27赛季FF角色Caroline主题枪械-SPAS12,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,29,,1,,,,,,,,,0.02,,0.2,,,,,,,,,,
907103231,越南王室潮服主题枪械-AUG,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,46,2,,,,,,,,,,,,,,-0.04,,,0.1,,,,,
907103232,越南王室潮服主题枪械-M1014,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA,,5,,,,,0.18,2,1,,,,0.08,,,,,,,,,,,,
907103233,AC合作款主题枪械-AWM,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,4,13,,,,0.22,,,,,,,,,,-0.04,,,,,,,,
907103234,AC合作款主题枪械-Eagle,EUROPE;ID;IND;BD;ME;PK;RU;SG;TH;TW;VN;ZA;US;SAC;NA,,9,,,-0.04,,,,5,,,,,,,,,,,-0.1,,,,,
907192901,鬼面famas lv1,US;SAC;NA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.22,,,,,
907192902,鬼面famas lv2,US;SAC;NA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,,,,,
907192903,鬼面famas lv3,US;SAC;NA,,24,2,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,,,,,
907192904,鬼面famas lv4,US;SAC;NA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,,,,,
907192905,鬼面famas lv5,US;SAC;NA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,,,,,
907192906,鬼面famas lv6,US;SAC;NA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,88,,,,
907192907,鬼面famas lv7,US;SAC;NA,,24,5,,-0.005,-0.004,,,,,,,,,,,,,,-0.11,88,,,,
907103205,音乐飓风主题枪械-Kord,US;SAC;NA,,54,,-8,-0.01,,,,,,,,-0.012,,,,,,,,,,,,
907103212,赛博敦煌主题枪械-Mac10,US;SAC;NA,,88,,,,,,4,3,1,,,-0.01,,,,-0.1,,,,,,,,
907103213,赛博敦煌主题枪械-SVD,US;SAC;NA,,26,,2,,,,,4,,,,0.02,,,,,,,,,,,,
907103214,IND主题枪械-M1917,US;SAC;NA,,55,,2,-0.01,,,,,,,,,,,,,,,-0.1,,,,,
907103215,印度板球手MS合作枪械-Mini,US;SAC;NA,,89,,-1,-0.025,,,2,2,,,,,,,,,,,,,,,,
907103216,情人节主题枪械-BLT,US;SAC;NA,,45,,,,,0.13,,,,,,,,,,-0.05,,,0.1,,,,,
907103217,情人节主题枪械-MP5,US;SAC;NA,,8,2,,,,,,,,,,-0.01,,,,,,,-0.12,,,,,
907103218,怪兽主题枪械-chargeshot,US;SAC;NA,,86,,,,,,2,1,,,,0.15,,,,,,,0.1,,,,,
907103219,CS排位赛11赛季黄金主题-SKS,US;SAC;NA,,18,,,,,0.1,,-2,,,,,,,,,,,,,,,,
907103220,排位赛27赛季FF角色Caroline主题枪械-SPAS12,US;SAC;NA,,29,,1,,,,,,,,,0.02,,0.2,,,,,,,,,,
907103231,越南王室潮服主题枪械-AUG,US;SAC;NA,,46,1,,,,,,,,,,,,,,-0.04,,,0.1,,,,,
907103232,越南王室潮服主题枪械-M1014,US;SAC;NA,,5,,,,,0.18,2,1,,,,0.1,,,,,,,,,,,,
